f1,f2
0.1000,10.0000
0.1000,10.0000
0.1000,10.0000
0.1000,10.0000
0.1000,10.0000
0.1000,10.0000
0.1000,10.0000
0.5076,2.0206
0.7015,1.4593
0.6333,1.6381
0.6482,1.5618
0.7251,1.3801
0.3289,3.1370
0.3293,3.0831
0.5017,2.0683
0.4654,2.1754
0.4521,2.2381
0.6386,1.5844
0.7247,1.4217
0.9787,1.0685
0.3491,3.0129
0.3524,2.9004
0.6632,1.5216
0.6866,1.4618
0.4729,2.1465
0.3893,2.5939
0.6319,1.6760
0.5105,1.9712
0.4875,2.0814
0.2014,5.1535
0.5868,1.7297
0.3858,2.6454
0.9816,1.0206
0.5442,1.8457
