f1,f2
0.7874,1.2755
0.4188,2.4407
0.3646,2.7888
0.5809,1.7330
0.5750,1.7729
0.5359,1.8660
0.5030,1.9901
0.7273,1.3947
0.5922,1.7188
0.6423,1.5569
0.6835,1.4631
0.7025,1.4393
0.4845,2.0821
0.5862,1.7142
0.6089,1.6424
0.5626,1.7775
0.7054,1.4177
0.4800,2.0915
0.7913,1.2739
0.5926,1.6875
0.5223,1.9146
0.6100,1.6393
0.5167,1.9353
0.6680,1.4970
0.6726,1.4870
0.6361,1.5742
0.5766,1.7345
0.6191,1.6258
0.5865,1.7173
0.6648,1.5291
0.5293,1.9044
0.7182,1.4154
0.6112,1.6532
0.5488,1.8393
0.5674,1.7652
0.6297,1.6051
0.6901,1.4577
0.7334,1.3890
0.6231,1.6113
0.7382,1.3591
0.7370,1.3871
0.3533,2.8429
0.6965,1.4579
0.4746,2.1564
0.6946,1.4431
0.5021,2.0158
0.6517,1.5345
0.5948,1.7104
0.5103,1.9626
0.5801,1.7316
0.6786,1.4779
0.6307,1.5932
0.5793,1.7443
0.6373,1.5692
0.6789,1.4729
0.7453,1.3417
0.6869,1.4558
0.6976,1.4335
0.4943,2.0387
0.6233,1.6052
0.5581,1.7945
0.6231,1.6360
0.4986,2.0183
0.4702,2.1477
0.6400,1.5625
0.6201,1.6126
0.5933,1.7241
0.6884,1.4599
0.5042,1.9834
0.7170,1.4019
0.7065,1.4295
0.5159,2.0068
0.6078,1.6618
0.6654,1.5028
0.4913,2.0355
0.5722,1.7477
0.5576,1.7935
0.5492,1.8285
0.5697,1.7982
0.6793,1.4722
0.6473,1.5531
0.7621,1.3122
0.7604,1.3152
0.7167,1.4103
0.4445,2.2499
0.5684,1.7953
0.6655,1.5027
0.6072,1.6548
0.7291,1.3860
0.4856,2.1263
0.6557,1.5345
0.8045,1.2431
0.6335,1.6067
0.4658,2.1856
0.7600,1.3335
0.6048,1.6535
0.7235,1.3846
0.5420,1.8450
0.4819,2.1095
0.5201,1.9768
0.5706,1.7756
0.6721,1.4878
0.5331,1.9207
0.6256,1.6180
0.7568,1.3322
0.5545,1.8036
0.5087,1.9992
0.5527,1.8262
0.4768,2.1489
0.5532,1.8659
0.5848,1.7185
0.5990,1.7111
0.6709,1.4906
0.4845,2.0935
0.5889,1.7166
0.7540,1.3294
0.6704,1.4949
0.6584,1.5357
0.7554,1.3254
0.6160,1.6234
0.7585,1.3410
0.6793,1.4797
0.5335,1.9216
0.5590,1.8186
0.7898,1.2662
0.6221,1.6280
0.5655,1.7912
0.5236,1.9097
0.6205,1.6115
0.7451,1.3579
0.6497,1.5768
0.5954,1.6931
0.6520,1.5338
0.7805,1.2849
0.6917,1.4674
0.5601,1.8236
0.6652,1.5033
0.5819,1.7186
0.6975,1.4725
0.7317,1.3774
0.6974,1.4339
0.6629,1.5119
0.3967,2.5264
0.5611,1.8034
0.4581,2.1928
0.6698,1.4929
0.6690,1.5053
0.4828,2.0934
0.6676,1.5092
0.5264,1.9215
0.6811,1.4682
0.6621,1.5336
0.6268,1.5953
0.6571,1.5350
0.5950,1.6859
0.4427,2.2656
0.5347,1.9066
0.7419,1.3749
0.5568,1.7979
0.5697,1.7665
0.7858,1.2945
0.5963,1.6945
0.6534,1.5305
0.5298,1.8874
0.6499,1.5535
0.7090,1.4362
0.7359,1.3603
0.5399,1.8605
0.6764,1.4784
0.5818,1.7464
0.6945,1.4398
0.7135,1.4015
0.5253,1.9091
0.7441,1.3572
0.6016,1.6623
0.5249,1.9336
0.5706,1.7701
0.6260,1.6153
0.6876,1.4543
0.4587,2.1834
0.5922,1.6885
0.5012,2.0346
0.6681,1.5233
0.5216,1.9738
0.6591,1.5348
0.4807,2.1082
0.5494,1.8201
0.5129,2.0005
0.6855,1.4803
0.5251,1.9322
0.6589,1.5178
0.5909,1.6924
0.7601,1.3474
0.6008,1.6644
0.5013,2.0467
0.4249,2.3946
0.4786,2.1566
0.6802,1.4702
0.6647,1.5110
0.6728,1.4864
0.6958,1.4475
0.6567,1.5324
0.5796,1.7373
0.5364,1.9207
0.5992,1.7078
0.6481,1.5739
0.3971,2.5404
0.6662,1.5011
0.7356,1.3593
0.7431,1.3602
0.6513,1.5484
0.5929,1.6866
0.7081,1.4501
0.6841,1.4831
0.7114,1.4335
0.6715,1.5191
0.5545,1.8253
0.6933,1.4551
0.6109,1.6538
0.6833,1.4670
0.5841,1.7120
0.5513,1.8196
0.6136,1.6324
0.7095,1.4202
0.7102,1.4081
0.5495,1.8304
0.5636,1.8036
0.7140,1.4006
0.6910,1.4616
0.5669,1.7640
0.7597,1.3164
0.6826,1.4693
0.5512,1.8483
0.5614,1.7854
0.7024,1.4513
0.5131,1.9551
0.5088,1.9981
0.5484,1.8235
0.4077,2.5079
0.6804,1.4809
0.5219,1.9162
0.7558,1.3264
0.5166,1.9720
0.7521,1.3334
0.7035,1.4494
0.6791,1.4894
0.7165,1.4033
0.5264,1.9353
0.5788,1.7471
0.6070,1.6551
0.5530,1.8192
0.6775,1.4906
0.6651,1.5137
0.5671,1.7635
0.6740,1.4836
0.4571,2.2123
0.6427,1.5558
0.6499,1.5387
0.5219,1.9162
0.6149,1.6263
0.5759,1.7364
0.6837,1.4658
0.7429,1.3461
0.6192,1.6220
0.5005,1.9981
0.7379,1.3773
0.6829,1.4686
0.6520,1.5403
0.6684,1.5211
0.4826,2.1280
0.6590,1.5175
0.5988,1.6815
0.6823,1.4655
0.6048,1.6846
0.7539,1.3418
0.6592,1.5170
0.7439,1.3443
0.7207,1.4129
0.5814,1.7199
0.7156,1.4206
0.4856,2.0751
0.6492,1.5522
0.5149,1.9789
0.5093,1.9812
0.6274,1.5938
0.6323,1.5816
0.7427,1.3543
0.5713,1.7645
0.5788,1.7405
0.5701,1.7556
0.5493,1.8306
0.3756,2.6625
0.5651,1.8541
0.6905,1.4482
0.5985,1.6790
0.6525,1.5476
0.5303,1.9358
0.6004,1.6655
0.5822,1.7175
0.6770,1.5015
0.5627,1.7771
0.6998,1.4754
0.4814,2.0887
0.6685,1.4959
0.5801,1.7238
0.5568,1.7959
0.5923,1.7300
0.4833,2.0880
0.6145,1.6273
0.6759,1.5005
0.3761,2.6826
0.5922,1.6885
0.6364,1.5913
0.5032,2.0240
0.4284,2.3637
0.7336,1.3977
0.6856,1.4663
0.5618,1.8303
0.5343,1.8959
0.6938,1.4431
0.6491,1.5672
0.7200,1.4188
0.6906,1.4764
0.6902,1.4528
0.4965,2.0255
0.4979,2.0084
0.6934,1.4637
0.6389,1.5706
0.6158,1.6313
0.5894,1.6968
0.5893,1.6970
0.4738,2.1341
0.5573,1.8206
0.5596,1.8145
0.6930,1.4505
0.6584,1.5450
0.5849,1.7378
0.6306,1.5857
0.6827,1.4647
0.5263,1.9340
0.6736,1.4982
0.4414,2.2762
0.5964,1.6766
0.5862,1.7077
0.5057,1.9773
0.5746,1.7785
0.6464,1.5508
0.4389,2.3224
0.5612,1.7948
0.6462,1.5475
0.5715,1.7552
0.7299,1.3837
0.7212,1.4094
0.7494,1.3428
0.7155,1.4183
0.6613,1.5177
0.5490,1.8325
0.7211,1.4025
0.6262,1.5969
0.6365,1.6151
0.7121,1.4044
0.6562,1.5240
0.7410,1.3983
0.5063,2.0019
0.6344,1.5821
0.6497,1.5545
0.6606,1.5662
0.7236,1.3876
0.6794,1.4929
0.6883,1.4553
0.5390,1.8554
0.5222,1.9354
0.7542,1.3352
0.6545,1.5424
0.7365,1.3579
0.5438,1.8562
0.6469,1.5762
0.7183,1.4057
0.6671,1.4990
0.7633,1.3134
0.6449,1.5507
0.7009,1.4589
0.6457,1.5643
0.5498,1.8498
0.5028,1.9888
0.6393,1.5715
0.5771,1.7457
0.7027,1.4342
0.6093,1.6667
0.6310,1.5847
0.5686,1.7588
0.5416,1.9031
0.6692,1.4944
0.6690,1.5180
0.4818,2.0756
0.6341,1.6084
0.5187,1.9574
0.7704,1.3055
0.6282,1.6231
0.6874,1.4547
0.6858,1.4853
0.5482,1.8776
0.3859,2.6282
0.7573,1.3204
0.6671,1.5405
0.6807,1.4705
0.5731,1.7607
0.5717,1.7492
0.4140,2.4249
0.5044,1.9825
0.7604,1.3151
0.7282,1.4061
0.5726,1.8143
0.6189,1.6559
0.5943,1.7090
0.5917,1.7101
0.6042,1.6777
0.6784,1.4889
0.5813,1.7227
0.5421,1.8595
0.6657,1.5022
0.7585,1.3274
0.4246,2.3770
0.5238,1.9090
0.7304,1.3691
0.7344,1.3724
0.5329,1.8963
0.7889,1.2685
0.5439,1.8641
0.5371,1.8985
0.6271,1.6004
0.6037,1.7178
0.6969,1.4632
0.4207,2.4222
0.6141,1.6710
0.7144,1.4396
0.7115,1.4240
0.6000,1.6783
0.7053,1.4446
0.5211,1.9702
0.5743,1.7412
0.5796,1.7254
0.7922,1.2625
0.6493,1.5542
0.6724,1.5125
0.6430,1.5553
0.6623,1.5098
0.5067,2.0078
0.5527,1.8093
0.6151,1.6261
0.6604,1.5287
0.6600,1.5151
0.7437,1.3447
0.5759,1.7710
0.6801,1.4887
0.4464,2.2721
0.6625,1.5094
0.6887,1.4746
0.7299,1.3701
0.4974,2.0308
0.5118,1.9539
0.5418,1.8479
0.5569,1.7958
0.7719,1.3169
0.7320,1.3678
0.7861,1.2721
0.5334,1.9232
0.5628,1.8164
0.6863,1.4570
0.6640,1.5092
0.6077,1.6476
0.6363,1.5793
0.5164,1.9401
0.5207,1.9206
0.6802,1.4866
0.3884,2.5744
0.5795,1.7644
0.5869,1.7037
0.6047,1.6727
0.6095,1.6408
0.6885,1.4524
0.5038,1.9972
0.6085,1.6885
0.5255,1.9102
0.6689,1.4949
0.4677,2.1380
0.5461,1.8342
0.5323,1.9057
0.6027,1.6593
0.6583,1.5707
0.7152,1.4288
0.4769,2.1777
0.6985,1.4731
0.7411,1.3493
0.5278,1.9125
0.6878,1.4751
0.4639,2.1739
0.5946,1.6948
0.7482,1.3647
0.6640,1.5059
0.5255,1.9396
0.5417,1.8565
0.7892,1.2671
0.5849,1.7096
0.5406,1.8497
0.6841,1.4894
0.5571,1.8084
0.5685,1.7937
0.6633,1.5096
0.7668,1.3083
0.6524,1.5454
0.5451,1.8803
0.4847,2.0917
0.5232,1.9182
0.7458,1.3591
0.5436,1.8423
0.7400,1.3799
0.5868,1.7315
0.5294,1.9213
0.6007,1.6769
0.7551,1.3243
0.5931,1.6859
0.5354,1.8821
0.5537,1.8212
0.5728,1.7459
0.7470,1.3484
0.4999,2.0002
0.6005,1.6661
0.5526,1.8767
0.6717,1.4997
0.5163,1.9369
0.5273,1.9131
0.5569,1.7957
0.6537,1.5491
0.6474,1.5725
0.6450,1.5922
0.5668,1.7733
0.5586,1.7940
0.5450,1.8347
0.5897,1.7067
0.6082,1.6443
0.6061,1.7020
0.7052,1.4403
0.6812,1.4679
0.6509,1.5511
0.4662,2.1700
0.6309,1.6245
0.7667,1.3042
0.5209,1.9198
0.5531,1.8331
0.7642,1.3128
0.6034,1.6676
0.5473,1.8499
0.6010,1.6745
0.6328,1.6068
0.5213,1.9382
0.6026,1.6757
0.7281,1.3734
0.7070,1.4635
0.7718,1.2999
0.5992,1.7478
0.3817,2.6399
0.6659,1.5020
0.6705,1.5172
0.5844,1.7111
0.7801,1.2820
0.5095,1.9627
0.7263,1.3897
0.5233,1.9111
0.5926,1.6954
0.7053,1.4178
0.5021,2.0212
0.6002,1.6943
0.4737,2.1111
0.6401,1.5858
0.6131,1.6391
0.5599,1.7861
0.5647,1.7814
0.5954,1.6796
0.5878,1.7064
0.7268,1.3759
0.5854,1.7083
0.5019,2.0045
0.6205,1.6292
0.5764,1.7676
0.4554,2.2027
0.4358,2.3341
0.4892,2.0824
0.5277,1.8951
0.6805,1.5180
0.7061,1.4162
0.6079,1.6577
0.6534,1.5401
0.7037,1.4318
0.6794,1.4964
0.5585,1.8007
0.6970,1.4850
0.5617,1.7802
0.7115,1.4338
0.7322,1.3819
0.6237,1.6218
0.6005,1.6653
0.3751,2.6773
0.5820,1.7240
