f1,f2
0.3342,3.9407
0.5664,1.7938
0.3850,3.0685
0.6684,1.7636
0.3170,3.2013
0.1284,7.7866
0.7616,1.3719
0.9634,1.0380
0.6292,1.5894
0.7362,1.5701
0.5932,1.8833
0.2820,3.7841
0.7611,1.3139
0.6245,1.7605
0.2702,3.7016
0.6054,1.6517
0.5849,1.7097
0.3996,2.5023
0.8210,1.2180
0.5959,1.8521
0.3278,3.7426
0.3274,3.7412
0.5964,1.6767
0.2927,3.4167
0.4432,2.7399
0.7038,1.8805
0.4849,2.2818
0.3508,2.9074
0.2988,3.3468
0.4552,2.1970
0.3232,3.2665
0.2664,3.8438
0.6655,1.5026
0.8741,1.2398
0.4465,2.4416
0.5359,1.8660
0.2408,4.1527
0.6905,1.4481
0.1000,12.2629
0.7101,1.4205
0.7718,1.2956
0.1000,10.0000
0.8118,1.3309
0.6021,1.7656
0.3825,2.6187
0.1000,11.0276
0.6237,1.6871
0.1000,10.4249
0.2398,4.2310
0.6555,1.5256
0.6145,1.6272
1.0000,1.0000
1.0000,1.1370
0.7103,1.4589
0.4940,2.0327
0.5472,1.8276
0.3178,3.2840
0.8166,1.3990
0.2133,4.6926
0.3008,3.6490
0.4820,2.1694
0.3228,3.0974
0.7180,1.3928
0.3811,2.6240
0.9532,1.0491
0.1042,9.5966
1.0000,1.1209
0.2195,4.5552
0.1000,10.0000
0.3981,2.6387
0.1844,5.4223
0.8055,1.3492
0.6383,1.6004
0.8820,1.1338
1.0000,1.0000
0.3399,2.9998
1.0000,1.0000
0.6728,1.4864
1.0000,1.0747
0.1000,11.0717
0.5140,1.9456
0.6124,1.6329
0.5595,1.9712
0.6163,1.9456
0.1821,5.5125
0.6606,1.5138
0.3544,2.8216
0.7837,1.6837
0.7781,1.3120
0.5809,1.8961
0.6545,1.5278
0.9830,1.1366
0.8938,1.1432
0.6417,1.8962
0.2072,4.8254
0.7339,1.3626
1.0000,1.0485
0.1212,8.7024
0.3860,2.6711
0.4745,2.1073
0.8281,1.2075
0.6958,1.4373
0.7149,1.4811
0.8947,1.1551
0.5605,1.8832
0.7929,1.2611
0.2594,3.8549
0.3783,2.6436
0.1000,10.0000
0.8992,1.1121
0.8306,1.2039
0.4397,2.2742
0.3396,3.2470
0.7315,1.4583
0.1000,10.0000
0.4705,2.2998
0.3119,3.5480
0.4606,2.2231
0.7235,1.3821
0.4495,2.8429
0.8289,1.2311
0.3448,3.2387
0.3542,3.3929
0.8008,1.3036
0.3355,3.0672
0.9338,1.1053
0.7055,1.4306
0.6598,1.5157
0.7224,1.7223
0.5889,1.9227
0.2578,4.5410
0.2404,4.6389
0.6993,1.5739
0.5379,2.6162
0.9470,1.0559
0.7025,1.4234
0.1000,10.0000
0.1000,11.2237
0.5362,1.8649
0.3021,3.5301
0.4014,3.2350
0.8355,1.2360
0.3644,3.1514
0.6194,1.6146
0.3007,3.7272
0.7458,1.3409
0.1251,7.9914
0.6806,1.6528
0.6147,1.7163
0.9290,1.1425
1.0000,1.0000
0.8052,1.2420
0.3302,3.0286
0.6981,1.4325
0.3976,3.0111
0.5226,2.0207
0.6596,1.8059
0.7242,1.5543
0.8810,1.1351
0.8044,1.3810
0.5764,1.7349
0.4694,2.3356
0.5570,1.7953
0.7832,1.2767
0.4854,2.3433
1.0000,1.0000
0.7903,1.5163
1.0000,1.1663
0.2521,4.2363
0.9696,1.0967
0.1122,8.9133
0.3043,3.2863
0.9746,1.0261
0.4186,2.5159
0.5024,2.0397
0.8795,1.1370
0.8062,1.5111
0.6306,1.6753
0.7025,1.4235
0.3634,2.7517
0.8572,1.1665
0.9096,1.1721
0.1000,10.0000
0.7993,1.2511
1.0000,1.0000
0.3252,3.4501
0.4373,2.2868
0.3589,2.7864
0.6709,1.4918
0.5333,1.9374
0.5709,1.7518
0.7196,1.3897
0.1446,7.1761
0.7945,1.7932
0.8719,1.1839
0.5536,1.9803
0.1000,10.8454
0.7487,1.5043
0.4399,2.8429
1.0000,1.1254
0.6440,1.5527
0.6548,1.5639
0.8981,1.2758
0.6064,1.6492
1.0000,1.1664
0.8090,1.2360
0.2873,4.0516
0.1000,11.2107
0.5753,1.9645
0.1799,6.7199
0.6979,1.6194
0.5484,1.8660
0.4410,2.7668
0.3740,3.1639
0.3498,3.3654
0.9382,1.0658
1.0000,1.0000
0.7712,1.2968
0.1492,6.9898
0.1000,11.6537
0.1712,5.8421
0.3716,3.1202
0.7617,1.3128
0.3148,3.2560
0.5394,2.1777
1.0000,1.2214
0.6706,1.5121
0.3512,2.8472
0.8212,1.4171
0.6953,1.4383
0.4898,2.0916
0.3630,2.7551
0.3237,3.0893
0.7425,1.3468
0.6792,1.4741
0.9380,1.3021
0.2960,3.8424
0.6742,1.6723
0.2755,3.6300
0.7642,1.4355
0.1000,10.0000
0.8142,1.2472
0.6894,1.4505
0.2882,3.4695
0.8409,1.1892
0.1249,9.6326
0.7351,1.3603
0.2696,3.7092
0.6819,1.6163
0.3163,3.2442
0.3421,2.9230
0.9096,1.2336
0.2308,4.4304
0.6345,1.8242
0.7089,1.4780
1.0000,1.1974
0.4748,2.1061
0.3168,3.4986
0.7207,1.3876
0.8856,1.2599
0.5169,2.5449
0.8755,1.1422
0.4691,2.3119
0.3145,3.2320
0.9815,1.0786
0.6962,1.7119
0.2385,5.1745
0.3737,2.7453
0.5105,2.5006
0.5846,1.7507
0.6342,1.6001
0.3451,3.4005
0.3201,3.2323
0.3348,3.9114
0.5043,1.9828
0.9420,1.4070
0.1000,11.0489
0.7735,1.2928
0.8015,1.2874
0.6749,1.5809
0.4993,2.0029
0.5636,1.7742
1.0000,1.0000
0.3925,2.5476
0.8265,1.2669
0.8326,1.2335
0.5438,1.8406
0.7183,1.8621
0.4526,2.3896
0.2846,3.9606
0.3543,3.1589
0.6309,1.6653
0.2257,4.4299
0.3139,3.3461
0.9844,1.1084
0.1029,9.7137
0.3004,3.8835
0.8619,1.4062
0.2284,4.3789
0.6568,1.5932
0.1922,5.2022
0.5442,1.9963
0.3096,3.8452
0.5401,2.0251
0.5317,2.1258
0.1398,7.1510
0.1065,10.3809
0.8691,1.1506
0.2517,4.2176
0.4193,2.4638
0.4258,2.8319
0.5712,1.7506
0.6087,1.7851
0.4904,2.0391
0.1000,10.0445
0.5606,1.7838
0.9939,1.0540
0.7068,1.5714
0.7155,1.3976
0.1980,5.7885
0.5133,1.9481
0.4051,2.7342
0.8967,1.1152
0.9801,1.1498
0.5487,1.8226
0.7118,1.8666
0.1889,6.4370
0.3574,2.7977
0.5268,1.9565
1.0000,1.0000
0.6782,1.6148
0.5407,2.0892
0.6888,1.4517
0.6925,1.5252
0.5229,2.0728
0.1000,10.0000
0.7332,1.5607
0.6565,1.6415
0.3345,3.6679
0.1000,10.5316
0.2999,3.3340
0.6854,1.5191
0.4933,2.0273
1.0000,1.0000
0.1917,5.6291
0.7077,1.4130
0.5701,1.7624
0.8588,1.1687
0.8254,1.3073
0.6611,1.9180
0.1000,10.2295
0.1000,10.0000
0.3856,2.9795
0.1653,6.7966
0.7160,1.3966
0.3013,3.3654
0.8702,1.1491
1.0000,1.0041
1.0000,1.0518
0.1751,6.3505
0.8702,1.4477
0.8028,1.3530
0.8757,1.2321
0.5409,2.0234
0.9253,1.0807
1.0000,1.0119
0.4413,2.2660
0.4317,2.6614
0.9030,1.1667
0.4008,2.7139
0.9087,1.1547
0.2469,4.0495
0.4399,2.2735
0.7172,1.3943
0.1250,8.5451
0.4027,2.4833
0.7039,2.0101
0.4931,2.3609
0.5651,1.8502
0.7815,1.2796
1.0000,1.0668
1.0000,1.1119
0.8301,1.2202
0.6983,1.5998
0.7998,1.2503
0.7663,1.3049
0.6487,1.8866
0.1562,6.9353
0.4552,2.7994
0.4923,2.0315
1.0000,1.0000
0.3075,3.2522
0.3792,2.8485
0.7627,1.3111
0.2660,3.7600
0.4967,2.0134
0.6404,1.5656
0.7967,1.3369
0.5453,2.0483
0.7764,1.4852
0.3888,2.6589
0.9305,1.3316
0.8171,1.3569
0.8786,1.1382
0.1832,6.8069
0.1000,10.0000
0.3618,2.9681
0.4814,2.4323
0.6533,1.6302
0.4723,2.5541
1.0000,1.0000
0.1000,10.0000
0.4000,3.0578
0.9668,1.0344
1.0000,1.0302
0.8821,1.1336
0.1000,10.0000
0.1000,11.4568
0.6536,1.7370
0.5155,1.9399
0.8887,1.2512
0.8553,1.2941
0.3851,2.5970
0.7393,1.3849
0.6410,1.5601
0.6256,1.6133
0.6072,1.8433
0.8666,1.1539
0.6624,1.8271
0.4271,2.4923
0.8497,1.4997
0.8542,1.2087
0.5726,1.8651
0.7635,1.3098
0.3194,3.1312
0.1747,6.5178
0.6986,1.4314
0.1379,7.3323
