x1,x2
0.5537,0.0000
0.5041,0.0191
0.1000,0.0000
0.3973,0.0000
1.0000,0.0000
0.4437,0.0000
0.8465,0.0000
1.0000,0.0000
0.1753,0.0000
0.3725,0.0101
